region_name,date,temp_min_anomaly
澳门特别行政区,1992-05-25,
香港特别行政区,1992-05-25,-2.264397403131042
北京市,1992-05-25,-6.513031469334312
上海市,1992-05-25,-7.335450079377619
天津市,1992-05-25,-7.822908828628302
重庆市,1992-05-25,-5.399213122987504
白沙黎族自治县,1992-05-25,-0.5975539462311943
保亭黎族苗族自治县,1992-05-25,-0.3493991627734623
昌江黎族自治县,1992-05-25,-0.8659957250310413
澄迈县,1992-05-25,-1.2822140257103491
定安县,1992-05-25,-1.0109737852676481
东方市,1992-05-25,-0.6083601116464799
济源市,1992-05-25,-3.482920231501325
乐东黎族自治县,1992-05-25,-0.5913273062576216
临高县,1992-05-25,-1.4175319781405058
陵水黎族自治县,1992-05-25,-0.2230736041864958
潜江市,1992-05-25,-3.8913601551302968
琼海市,1992-05-25,-0.7419053458225449
琼中黎族苗族自治县,1992-05-25,-0.5237655683226841
神农架林区,1992-05-25,-5.792891355953923
台湾省,1992-05-25,-2.495730073686534
天门市,1992-05-25,-4.0180591574351645
屯昌县,1992-05-25,-0.8424741060902896
万宁市,1992-05-25,-0.3670181132474184
文昌市,1992-05-25,-1.049596769465392
五指山市,1992-05-25,-0.5205633037135087
仙桃市,1992-05-25,-3.907987064833204
石家庄市,1992-05-25,-6.378666973225297
唐山市,1992-05-25,-7.868035634320817
秦皇岛市,1992-05-25,-9.568409848160075
邯郸市,1992-05-25,-6.964314150881165
邢台市,1992-05-25,-6.626609992095188
保定市,1992-05-25,-6.31747533505939
张家口市,1992-05-25,-5.718052005110721
承德市,1992-05-25,-8.26186000079629
沧州市,1992-05-25,-7.003999618052797
廊坊市,1992-05-25,-6.7429953918020455
衡水市,1992-05-25,-6.4786475075750545
太原市,1992-05-25,-4.67646853854154
大同市,1992-05-25,-5.762209798139715
阳泉市,1992-05-25,-6.417860699686161
长治市,1992-05-25,-5.26480038958872
晋城市,1992-05-25,-4.567689499129848
朔州市,1992-05-25,-3.998839989059535
晋中市,1992-05-25,-5.668678411200894
运城市,1992-05-25,-4.014255026424001
忻州市,1992-05-25,-5.447869272599791
临汾市,1992-05-25,-4.976142888485663
吕梁市,1992-05-25,-5.134641228783629
沈阳市,1992-05-25,-7.613212089403422
大连市,1992-05-25,-7.442410021893021
鞍山市,1992-05-25,-8.608144182796025
抚顺市,1992-05-25,-8.793038946698147
本溪市,1992-05-25,-8.750678020053734
丹东市,1992-05-25,-7.463312615011155
锦州市,1992-05-25,-9.423324772251174
营口市,1992-05-25,-9.445284530218178
阜新市,1992-05-25,-8.31760993834513
辽阳市,1992-05-25,-9.451371915882367
盘锦市,1992-05-25,-9.931656867362532
铁岭市,1992-05-25,-8.323881288838962
朝阳市,1992-05-25,-9.429462111829944
葫芦岛市,1992-05-25,-9.30183791362925
长春市,1992-05-25,-8.810180926091089
吉林市,1992-05-25,-10.2139559905866
四平市,1992-05-25,-7.914271925894749
辽源市,1992-05-25,-8.754630503965878
通化市,1992-05-25,-9.734704397845817
白山市,1992-05-25,-9.823158816900678
