region_name,date,temp_min_anomaly
澳门特别行政区,1983-05-25,
香港特别行政区,1983-05-25,-2.1944679006704497
北京市,1983-05-25,-2.1989462556736363
上海市,1983-05-25,-6.769584017610299
天津市,1983-05-25,-3.479916848203299
重庆市,1983-05-25,-1.6063510976719364
白沙黎族自治县,1983-05-25,0.7278822837033481
保亭黎族苗族自治县,1983-05-25,0.22749078513115606
昌江黎族自治县,1983-05-25,1.0660224677867198
澄迈县,1983-05-25,0.18840984926324467
定安县,1983-05-25,0.2581156165713807
东方市,1983-05-25,1.275938334611979
济源市,1983-05-25,-4.406561935403321
乐东黎族自治县,1983-05-25,0.8197935705562216
临高县,1983-05-25,-0.025218433570469045
陵水黎族自治县,1983-05-25,-0.161237956943733
潜江市,1983-05-25,-2.667786686533752
琼海市,1983-05-25,0.08855313082062821
琼中黎族苗族自治县,1983-05-25,0.29619255239430586
神农架林区,1983-05-25,-3.029742772478432
台湾省,1983-05-25,-1.3404902182539722
天门市,1983-05-25,-2.985291020015211
屯昌县,1983-05-25,0.3754939950494496
万宁市,1983-05-25,0.01753747295945729
文昌市,1983-05-25,-0.5579455020165938
五指山市,1983-05-25,0.37061121678354425
仙桃市,1983-05-25,-2.5399192325835998
石家庄市,1983-05-25,-2.660926700141218
唐山市,1983-05-25,-5.02738871463214
秦皇岛市,1983-05-25,-5.281998878789615
邯郸市,1983-05-25,-3.7654296011037687
邢台市,1983-05-25,-3.1189557690926044
保定市,1983-05-25,-1.9367549949584841
张家口市,1983-05-25,-2.159665493701487
承德市,1983-05-25,-2.9409850128913746
沧州市,1983-05-25,-3.3055958379054857
廊坊市,1983-05-25,-1.99566123468934
衡水市,1983-05-25,-3.1327032237758132
太原市,1983-05-25,-4.699467693346996
大同市,1983-05-25,-2.568150274690881
阳泉市,1983-05-25,-3.798820454365549
长治市,1983-05-25,-4.069551611471139
晋城市,1983-05-25,-4.033711182379758
朔州市,1983-05-25,-2.839444655265204
晋中市,1983-05-25,-4.149585603911499
运城市,1983-05-25,-5.202551085700401
忻州市,1983-05-25,-3.832651700962055
临汾市,1983-05-25,-4.724072811684042
吕梁市,1983-05-25,-4.554934732467341
沈阳市,1983-05-25,-2.1695655335160033
大连市,1983-05-25,-5.248990238505115
鞍山市,1983-05-25,-4.011828262028491
抚顺市,1983-05-25,-2.0683783026270532
本溪市,1983-05-25,-3.1757432940068924
丹东市,1983-05-25,-5.246335065642791
锦州市,1983-05-25,-2.9566530528795134
营口市,1983-05-25,-3.7915471743680325
阜新市,1983-05-25,-1.676153550544207
辽阳市,1983-05-25,-2.50144219523623
盘锦市,1983-05-25,-3.8822767808559995
铁岭市,1983-05-25,-1.3393105083508736
朝阳市,1983-05-25,-1.295607514818947
葫芦岛市,1983-05-25,-3.760365247011771
长春市,1983-05-25,0.7702277155235464
吉林市,1983-05-25,-0.943257042792025
四平市,1983-05-25,-0.4163094478186018
辽源市,1983-05-25,-0.7513401479677775
通化市,1983-05-25,-1.8599170799208533
白山市,1983-05-25,-2.1254514600659853
松原市,1983-05-25,1.4293862450328483
白城市,1983-05-25,1.9357750824348727
延边朝鲜族自治州,1983-05-25,-6.093492232124586
哈尔滨市,1983-05-25,-1.3201342744346398
齐齐哈尔市,1983-05-25,0.5964270436583554
鸡西市,1983-05-25,-7.28191360644246
鹤岗市,1983-05-25,-4.914475191181886
双鸭山市,1983-05-25,-6.105731425929173
大庆市,1983-05-25,1.6664079863922616
伊春市,1983-05-25,-3.729010914982833
佳木斯市,1983-05-25,-4.993242396784256
七台河市,1983-05-25,-5.146975474123183
牡丹江市,1983-05-25,-5.385290591883036
黑河市,1983-05-25,-0.08660040665848001
绥化市,1983-05-25,0.755267777321599
大兴安岭地区,1983-05-25,-2.837482250193048
南京市,1983-05-25,-6.77812772519324
无锡市,1983-05-25,-6.8821286880519885
徐州市,1983-05-25,-6.453824174492787
常州市,1983-05-25,-6.780598836158298
苏州市,1983-05-25,-7.075778901587256
南通市,1983-05-25,-7.199717917445078
连云港市,1983-05-25,-7.996926623022791
淮安市,1983-05-25,-7.636658485714378
盐城市,1983-05-25,-7.4916916905657125
扬州市,1983-05-25,-7.705212731668015
镇江市,1983-05-25,-7.08169562248489
泰州市,1983-05-25,-7.747502766341091
宿迁市,1983-05-25,-7.30014534283179
杭州市,1983-05-25,-7.341817193602106
宁波市,1983-05-25,-6.664461841253782
温州市,1983-05-25,-6.911743039466147
嘉兴市,1983-05-25,-6.7306457285144035
湖州市,1983-05-25,-7.053697446646499
绍兴市,1983-05-25,-7.851212623870705
金华市,1983-05-25,-7.11295533063144
衢州市,1983-05-25,-4.89685718513914
舟山市,1983-05-25,-6.27337970443066
台州市,1983-05-25,-7.090379885514942
丽水市,1983-05-25,-6.391378724925781
合肥市,1983-05-25,-6.024028774921604
芜湖市,1983-05-25,-6.451673959086023
蚌埠市,1983-05-25,-6.016591545120885
淮南市,1983-05-25,-5.481896072580987
马鞍山市,1983-05-25,-6.519583891407127
淮北市,1983-05-25,-5.638819428905226
铜陵市,1983-05-25,-5.947229088170509
安庆市,1983-05-25,-4.909678754222554
黄山市,1983-05-25,-4.905334721315292
滁州市,1983-05-25,-6.677723753168792
阜阳市,1983-05-25,-4.584452826804398
宿州市,1983-05-25,-5.979596869423656
六安市,1983-05-25,-5.253641297786714
亳州市,1983-05-25,-5.154972998371136
池州市,1983-05-25,-4.562615954345201
宣城市,1983-05-25,-6.806947800165048
福州市,1983-05-25,-5.201323024938155
厦门市,1983-05-25,-3.8917299262922356
莆田市,1983-05-25,-4.743160014712959
三明市,1983-05-25,-3.236338841356268
泉州市,1983-05-25,-3.8939705427236717
漳州市,1983-05-25,-3.185512448040061
南平市,1983-05-25,-4.037435403453777
龙岩市,1983-05-25,-2.069753655301234
宁德市,1983-05-25,-5.960072220225392
南昌市,1983-05-25,-1.8679418141081605
景德镇市,1983-05-25,-2.273611690264829
萍乡市,1983-05-25,-1.3615310489275103
九江市,1983-05-25,-3.205066976312672
新余市,1983-05-25,-1.5622878649130882
鹰潭市,1983-05-25,-2.50351475809482
赣州市,1983-05-25,-1.334843774735372
吉安市,1983-05-25,-1.4595909853157458
宜春市,1983-05-25,-1.6807893241675735
抚州市,1983-05-25,-2.273192505111222
上饶市,1983-05-25,-2.789086529876144
济南市,1983-05-25,-4.256996586306144
青岛市,1983-05-25,-6.6146446185819645
淄博市,1983-05-25,-5.220826633894344
枣庄市,1983-05-25,-6.218863062785996
东营市,1983-05-25,-4.7038576556211
烟台市,1983-05-25,-5.999487606078363
潍坊市,1983-05-25,-6.177247058998228
济宁市,1983-05-25,-4.982955168351932
泰安市,1983-05-25,-5.1533533888650975
威海市,1983-05-25,-6.326493519923218
日照市,1983-05-25,-7.655332287029983
临沂市,1983-05-25,-7.494341977972828
德州市,1983-05-25,-3.418133688952363
聊城市,1983-05-25,-3.6027424280044507
滨州市,1983-05-25,-3.5774146433138974
菏泽市,1983-05-25,-4.699799115182646
郑州市,1983-05-25,-4.923726243901726
开封市,1983-05-25,-4.8118880130073975
洛阳市,1983-05-25,-4.33985516966038
平顶山市,1983-05-25,-4.663300460551103
安阳市,1983-05-25,-4.383136191706779
鹤壁市,1983-05-25,-4.837442712335214
新乡市,1983-05-25,-4.959098836062843
焦作市,1983-05-25,-4.719386020790065
濮阳市,1983-05-25,-4.005238404200902
许昌市,1983-05-25,-4.97918528347445
漯河市,1983-05-25,-4.951195490056705
三门峡市,1983-05-25,-4.182414080658926
南阳市,1983-05-25,-4.559905568894923
商丘市,1983-05-25,-5.250482680846066
信阳市,1983-05-25,-4.473468265556026
周口市,1983-05-25,-4.526139973656118
驻马店市,1983-05-25,-4.576991463796908
武汉市,1983-05-25,-3.3415554181316054
黄石市,1983-05-25,-3.639304305691006
十堰市,1983-05-25,-4.615793012421852
宜昌市,1983-05-25,-3.073279191101669
襄阳市,1983-05-25,-4.675154450572908
鄂州市,1983-05-25,-3.225503876207128
荆门市,1983-05-25,-3.5793942176762883
孝感市,1983-05-25,-3.823707360324331
荆州市,1983-05-25,-2.6518576847550683
黄冈市,1983-05-25,-4.115031767800488
咸宁市,1983-05-25,-3.2901253066789593
随州市,1983-05-25,-3.8937236337278343
恩施土家族苗族自治州,1983-05-25,-1.75345927378606
长沙市,1983-05-25,-2.1272341982500897
株洲市,1983-05-25,-1.4346942854419744
湘潭市,1983-05-25,-2.2276246198014746
衡阳市,1983-05-25,-1.879122967489259
邵阳市,1983-05-25,-1.3712035041762007
岳阳市,1983-05-25,-2.622465317740719
常德市,1983-05-25,-2.5852973709140024
张家界市,1983-05-25,-2.1011898972460727
益阳市,1983-05-25,-2.55288552587686
郴州市,1983-05-25,-1.3729579179640972
永州市,1983-05-25,-1.1611498876719928
怀化市,1983-05-25,-2.0770062830467673
娄底市,1983-05-25,-2.1202124403488405
湘西土家族苗族自治州,1983-05-25,-1.9203871215097443
广州市,1983-05-25,-1.4039944754894762
韶关市,1983-05-25,-1.1221213483050185
深圳市,1983-05-25,-1.9241310247899897
珠海市,1983-05-25,-2.2264986559576734
汕头市,1983-05-25,-2.308759915265796
佛山市,1983-05-25,-1.7183953471393068
江门市,1983-05-25,-1.6646619745530238
湛江市,1983-05-25,-1.3003543836281288
茂名市,1983-05-25,-1.0610274291090533
肇庆市,1983-05-25,-1.0358059867966638
惠州市,1983-05-25,-1.3304776021895925
梅州市,1983-05-25,-1.5199521343065214
汕尾市,1983-05-25,-1.5855146129034559
河源市,1983-05-25,-1.1466192444847572
阳江市,1983-05-25,-1.220153338692139
清远市,1983-05-25,-1.0357730721560898
东莞市,1983-05-25,-1.767506829346857
中山市,1983-05-25,-2.0570382797259548
潮州市,1983-05-25,-2.1080836174061233
揭阳市,1983-05-25,-1.7054224256009576
云浮市,1983-05-25,-1.062213463001708
三沙市,1983-05-25,
海口市,1983-05-25,-0.222352958265418
三亚市,1983-05-25,0.37036461082209726
儋州市,1983-05-25,0.3241808115173299
成都市,1983-05-25,-3.616399967770313
自贡市,1983-05-25,-3.9779977364560644
攀枝花市,1983-05-25,2.037734647920164
泸州市,1983-05-25,-1.7726123839405332
德阳市,1983-05-25,-3.761499048749293
绵阳市,1983-05-25,-3.1128873974448474
广元市,1983-05-25,-5.172549426134021
遂宁市,1983-05-25,-5.13919460099077
内江市,1983-05-25,-4.464416151802144
乐山市,1983-05-25,-2.6741251034919316
南充市,1983-05-25,-4.788477908767874
眉山市,1983-05-25,-3.462027683349877
宜宾市,1983-05-25,-2.3866959134803167
广安市,1983-05-25,-2.9620058874368773
达州市,1983-05-25,-1.7971029698717302
雅安市,1983-05-25,-1.6710757364176168
巴中市,1983-05-25,-3.5442654424576396
资阳市,1983-05-25,-4.753393579495214
阿坝藏族羌族自治州,1983-05-25,-2.9364293006362314
甘孜藏族自治州,1983-05-25,-3.717949851939248
凉山彝族自治州,1983-05-25,0.02254612665989697
贵阳市,1983-05-25,-0.7921211669449661
六盘水市,1983-05-25,0.6842735117776684
遵义市,1983-05-25,-1.0032346861189616
安顺市,1983-05-25,0.028136590755451607
毕节市,1983-05-25,0.12040179988459343
铜仁市,1983-05-25,-1.7738150428803543
黔西南布依族苗族自治州,1983-05-25,0.18016902808115987
黔东南苗族侗族自治州,1983-05-25,-1.4640329874773101
黔南布依族苗族自治州,1983-05-25,-0.43045948560905245
昆明市,1983-05-25,1.602259668521457
曲靖市,1983-05-25,1.1510414931588713
玉溪市,1983-05-25,2.290411064878054
保山市,1983-05-25,-1.8870195523675175
昭通市,1983-05-25,-0.43401963329040605
丽江市,1983-05-25,-0.33735273233787133
普洱市,1983-05-25,1.4528320997821922
临沧市,1983-05-25,0.4056974365942274
楚雄彝族自治州,1983-05-25,1.9706441324146482
红河哈尼族彝族自治州,1983-05-25,1.448718704745687
文山壮族苗族自治州,1983-05-25,1.1299417289163678
西双版纳傣族自治州,1983-05-25,1.8411898549400583
大理白族自治州,1983-05-25,-1.212784705955631
德宏傣族景颇族自治州,1983-05-25,-1.0847018246757507
怒江傈僳族自治州,1983-05-25,-5.274346598782606
迪庆藏族自治州,1983-05-25,-6.544098254514707
西安市,1983-05-25,-5.123972185345098
铜川市,1983-05-25,-4.609742485780247
宝鸡市,1983-05-25,-5.675084096718763
咸阳市,1983-05-25,-5.627548899826181
渭南市,1983-05-25,-5.047994646074006
延安市,1983-05-25,-4.9999825790515136
汉中市,1983-05-25,-4.770425373372063
榆林市,1983-05-25,-5.953732764714799
安康市,1983-05-25,-4.247893326820009
商洛市,1983-05-25,-4.199059908933808
兰州市,1983-05-25,-9.267920107105223
嘉峪关市,1983-05-25,-7.77754881034993
金昌市,1983-05-25,-8.17886222586938
白银市,1983-05-25,-8.917996784529535
天水市,1983-05-25,-6.458138838334401
武威市,1983-05-25,-8.498195700106141
张掖市,1983-05-25,-9.061582719277437
平凉市,1983-05-25,-6.337027350907139
酒泉市,1983-05-25,-8.745108585700418
庆阳市,1983-05-25,-6.191926984008784
定西市,1983-05-25,-7.039474439635287
陇南市,1983-05-25,-5.495791251902514
临夏回族自治州,1983-05-25,-7.804779020198831
甘南藏族自治州,1983-05-25,-5.286975544770402
西宁市,1983-05-25,-9.861229879587578
海东市,1983-05-25,-7.478066203204888
海北藏族自治州,1983-05-25,-12.2921612675881
黄南藏族自治州,1983-05-25,-6.311826401207325
海南藏族自治州,1983-05-25,-9.437907793763427
果洛藏族自治州,1983-05-25,-6.489123946382474
玉树藏族自治州,1983-05-25,-12.454662869326281
海西蒙古族藏族自治州,1983-05-25,-12.350593098141319
阿拉尔市,1983-05-25,-8.808973375674027
北屯市,1983-05-25,-11.337205145495535
胡杨河市,1983-05-25,-8.928664674070406
可克达拉市,1983-05-25,-6.726692487681213
昆玉市,1983-05-25,-6.846491006121472
石河子市,1983-05-25,-8.979442817096318
双河市,1983-05-25,-6.6283544616380965
图木舒克市,1983-05-25,-8.917114807406254
五家渠市,1983-05-25,-10.323078966860596
铁门关市,1983-05-25,-9.669237645940319
新星市,1983-05-25,-9.303149627929965
白杨市,1983-05-25,-7.925015345094952
呼和浩特市,1983-05-25,-4.849578403728895
包头市,1983-05-25,-6.652189472283218
乌海市,1983-05-25,-10.330572946385024
赤峰市,1983-05-25,-0.1968279575486882
通辽市,1983-05-25,0.8978038849572307
鄂尔多斯市,1983-05-25,-7.95924945963424
呼伦贝尔市,1983-05-25,-1.7071068868620607
巴彦淖尔市,1983-05-25,-7.419820672519007
乌兰察布市,1983-05-25,-4.13598176566081
兴安盟,1983-05-25,0.880086404155799
锡林郭勒盟,1983-05-25,-2.7343739470917985
阿拉善盟,1983-05-25,-7.0714747928590835
南宁市,1983-05-25,-0.8959514181866091
柳州市,1983-05-25,-0.7356411109742496
桂林市,1983-05-25,-0.584326837058935
梧州市,1983-05-25,-0.7610088870780025
北海市,1983-05-25,-1.47233168805219
防城港市,1983-05-25,-0.5774031211129689
钦州市,1983-05-25,-1.2358014533904047
贵港市,1983-05-25,-0.9602233369968864
玉林市,1983-05-25,-1.0179005814345885
百色市,1983-05-25,0.12588729038088076
贺州市,1983-05-25,-0.4851449017856133
河池市,1983-05-25,-0.14822795651403098
来宾市,1983-05-25,-0.8384790611595747
崇左市,1983-05-25,-0.43814925691313533
拉萨市,1983-05-25,-6.732365750344567
日喀则市,1983-05-25,-7.6547557889035165
昌都市,1983-05-25,-6.885644208337081
林芝市,1983-05-25,-7.938329549653915
山南市,1983-05-25,-6.092644952741617
那曲市,1983-05-25,-10.848710379497273
阿里地区,1983-05-25,-12.117363181409011
银川市,1983-05-25,-9.40141938533687
石嘴山市,1983-05-25,-9.523326051447338
吴忠市,1983-05-25,-8.421176394021547
固原市,1983-05-25,-6.6589255811387895
中卫市,1983-05-25,-8.643883199362335
乌鲁木齐市,1983-05-25,-9.185777547405925
克拉玛依市,1983-05-25,-9.679820571390547
吐鲁番市,1983-05-25,-8.659798526359333
哈密市,1983-05-25,-7.929627923831813
昌吉回族自治州,1983-05-25,-8.501366788027696
博尔塔拉蒙古自治州,1983-05-25,-6.349960976916168
巴音郭楞蒙古自治州,1983-05-25,-11.903505493243777
阿克苏地区,1983-05-25,-8.956269641690366
克孜勒苏柯尔克孜自治州,1983-05-25,-7.6242781653069756
喀什地区,1983-05-25,-8.380916583091658
和田地区,1983-05-25,-9.855843793009297
伊犁哈萨克自治州,1983-05-25,-6.458738361701265
塔城地区,1983-05-25,-8.68855017150648
阿勒泰地区,1983-05-25,-9.662800524117952
澳门特别行政区,1983-05-26,
香港特别行政区,1983-05-26,-1.901919144488037
北京市,1983-05-26,-5.248425200114015
上海市,1983-05-26,-4.47357649921609
天津市,1983-05-26,-6.394531640863288
重庆市,1983-05-26,-3.966075968011129
白沙黎族自治县,1983-05-26,-0.23762648047252455
保亭黎族苗族自治县,1983-05-26,-0.029231752093149765
昌江黎族自治县,1983-05-26,-0.0036608214248978754
澄迈县,1983-05-26,-0.2966701298858183
定安县,1983-05-26,0.0037596948546294584
东方市,1983-05-26,0.42753744960085527
济源市,1983-05-26,-7.380653398459012
乐东黎族自治县,1983-05-26,0.4179782039127389
临高县,1983-05-26,-0.4462223202977995
陵水黎族自治县,1983-05-26,-0.35809241908476963
潜江市,1983-05-26,-1.983995400708455
琼海市,1983-05-26,-0.07235705297894768
琼中黎族苗族自治县,1983-05-26,-0.3136564248401932
神农架林区,1983-05-26,-3.1450266090374317
台湾省,1983-05-26,-1.267940702515709
天门市,1983-05-26,-1.986747564205043
屯昌县,1983-05-26,-0.3078138056886992
万宁市,1983-05-26,-0.2009662762385318
文昌市,1983-05-26,-0.32640189962440047
五指山市,1983-05-26,-0.017057954085313298
仙桃市,1983-05-26,-1.5492337986809979
石家庄市,1983-05-26,-6.849270056015801
唐山市,1983-05-26,-5.137216886768451
秦皇岛市,1983-05-26,-4.262339983460205
邯郸市,1983-05-26,-7.071068004859342
邢台市,1983-05-26,-7.145692969514013
保定市,1983-05-26,-6.905887356812077
张家口市,1983-05-26,-5.061933103123568
承德市,1983-05-26,-3.8227918909178324
沧州市,1983-05-26,-6.624120633271598
廊坊市,1983-05-26,-6.613769968671587
衡水市,1983-05-26,-6.3641929081739175
太原市,1983-05-26,-8.24764682614271
大同市,1983-05-26,-6.020951654020047
阳泉市,1983-05-26,-6.03229475169881
长治市,1983-05-26,-8.120946240389355
晋城市,1983-05-26,-7.188693408512277
朔州市,1983-05-26,-6.1229621597771295
晋中市,1983-05-26,-7.163721269450251
运城市,1983-05-26,-8.390256562263849
忻州市,1983-05-26,-6.089888411211627
临汾市,1983-05-26,-7.34189919227026
吕梁市,1983-05-26,-7.3971600056276845
沈阳市,1983-05-26,-3.364247641654554
大连市,1983-05-26,-5.721155377391112
鞍山市,1983-05-26,-5.178370513598205
抚顺市,1983-05-26,-5.169583814735084
本溪市,1983-05-26,-6.151699930551828
丹东市,1983-05-26,-6.157798665430812
锦州市,1983-05-26,-3.892872200686604
营口市,1983-05-26,-5.382743983647426
阜新市,1983-05-26,-3.40265570318844
辽阳市,1983-05-26,-4.9733234906529855
盘锦市,1983-05-26,-4.517632181034285
铁岭市,1983-05-26,-3.3344017266089825
朝阳市,1983-05-26,-3.765335983601343
葫芦岛市,1983-05-26,-3.9763936062643452
长春市,1983-05-26,-2.087217899725834
吉林市,1983-05-26,-3.5400981948672356
四平市,1983-05-26,-2.8053937480666775
辽源市,1983-05-26,-3.8487862117716265
通化市,1983-05-26,-5.794335187889137
白山市,1983-05-26,-5.961378072869882
松原市,1983-05-26,-2.739193141359129
白城市,1983-05-26,-2.228432258195326
延边朝鲜族自治州,1983-05-26,-4.880603090909238
哈尔滨市,1983-05-26,-1.6089352605710445
齐齐哈尔市,1983-05-26,-0.6547501313099069
鸡西市,1983-05-26,-5.2544954269469795
鹤岗市,1983-05-26,-2.487917458992923
双鸭山市,1983-05-26,-4.177374598034936
大庆市,1983-05-26,-2.4816380608603943
伊春市,1983-05-26,-1.6965762814326162
佳木斯市,1983-05-26,-3.378308674087739
七台河市,1983-05-26,-2.763676254911225
牡丹江市,1983-05-26,-3.5364267284875623
黑河市,1983-05-26,-1.5981528330640487
绥化市,1983-05-26,-1.5055888569115847
大兴安岭地区,1983-05-26,-4.986244625885002
南京市,1983-05-26,-3.979484851531172
无锡市,1983-05-26,-4.800841541188234
徐州市,1983-05-26,-3.242015493586809
常州市,1983-05-26,-4.2712823415494405
苏州市,1983-05-26,-4.712437063007247
南通市,1983-05-26,-4.08226393048222
连云港市,1983-05-26,-3.59745149549088
淮安市,1983-05-26,-4.336319390442821
盐城市,1983-05-26,-4.457060406333131
扬州市,1983-05-26,-4.472934421168354
镇江市,1983-05-26,-4.099748908566717
泰州市,1983-05-26,-4.370794051338656
宿迁市,1983-05-26,-3.846279293024182
杭州市,1983-05-26,-4.207748652587622
宁波市,1983-05-26,-4.501069728049959
温州市,1983-05-26,-5.078128627613552
嘉兴市,1983-05-26,-4.512621040273036
湖州市,1983-05-26,-4.207344816462545
绍兴市,1983-05-26,-4.611484591732662
金华市,1983-05-26,-4.881964612581619
衢州市,1983-05-26,-2.559854456490136
舟山市,1983-05-26,-5.125981698974758
台州市,1983-05-26,-4.981285488388259
丽水市,1983-05-26,-4.2042862461177215
合肥市,1983-05-26,-3.7859236795646716
芜湖市,1983-05-26,-3.721279781743519
蚌埠市,1983-05-26,-3.326564880119932
淮南市,1983-05-26,-3.2960268813979745
马鞍山市,1983-05-26,-4.003827011333264
淮北市,1983-05-26,-3.334591321816351
铜陵市,1983-05-26,-3.396441851388797
安庆市,1983-05-26,-1.8577854157316125
黄山市,1983-05-26,-2.076119842814414
滁州市,1983-05-26,-3.9170961673810254
阜阳市,1983-05-26,-3.240357760540224
宿州市,1983-05-26,-3.290185246711598
六安市,1983-05-26,-2.3875843713654774
亳州市,1983-05-26,-3.554318605654867
池州市,1983-05-26,-1.6274314835547443
宣城市,1983-05-26,-3.393557772832427
福州市,1983-05-26,-4.622985530527966
厦门市,1983-05-26,-3.2686018790223095
莆田市,1983-05-26,-4.350476419582428
三明市,1983-05-26,-2.726468665237732
泉州市,1983-05-26,-3.43699780405208
漳州市,1983-05-26,-2.841772097058751
南平市,1983-05-26,-3.0805920089943477
龙岩市,1983-05-26,-1.7673882584263865
宁德市,1983-05-26,-4.304548015706512
南昌市,1983-05-26,-0.9270424685396179
景德镇市,1983-05-26,-1.056516296404439
萍乡市,1983-05-26,-1.7772984199620296
九江市,1983-05-26,-1.4306663207541384
新余市,1983-05-26,-1.5340217025800804
鹰潭市,1983-05-26,-1.1605123456738085
赣州市,1983-05-26,-1.6224561655785052
吉安市,1983-05-26,-1.7296225020180707
宜春市,1983-05-26,-1.514604805392839
抚州市,1983-05-26,-1.6890316549759632
上饶市,1983-05-26,-1.3145290943824826
济南市,1983-05-26,-4.931971783333029
青岛市,1983-05-26,-4.460226219497169
淄博市,1983-05-26,-4.293693544769152
枣庄市,1983-05-26,-3.389609348732918
东营市,1983-05-26,-5.219023519183342
烟台市,1983-05-26,-4.798444367082125
潍坊市,1983-05-26,-3.898648530865689
济宁市,1983-05-26,-4.66682901866027
泰安市,1983-05-26,-4.64236109108937
威海市,1983-05-26,-4.930881575462342
日照市,1983-05-26,-3.55298631893168
临沂市,1983-05-26,-3.2463785959154947
德州市,1983-05-26,-5.889134009434674
聊城市,1983-05-26,-5.991122625175247
滨州市,1983-05-26,-5.487839490864246
菏泽市,1983-05-26,-5.746543406185744
郑州市,1983-05-26,-6.544079626526663
开封市,1983-05-26,-6.387701929071726
洛阳市,1983-05-26,-8.181058075946748
平顶山市,1983-05-26,-6.757205277501512
安阳市,1983-05-26,-7.3835148998782465
鹤壁市,1983-05-26,-7.841576279589436
新乡市,1983-05-26,-7.590877638152255
焦作市,1983-05-26,-7.695136832980898
濮阳市,1983-05-26,-6.395473770334853
许昌市,1983-05-26,-6.147547135166125
漯河市,1983-05-26,-5.734962989713026
三门峡市,1983-05-26,-9.112021275928148
南阳市,1983-05-26,-6.630761452964222
商丘市,1983-05-26,-4.9143803884899135
信阳市,1983-05-26,-3.224724666076778
周口市,1983-05-26,-5.054473746067192
驻马店市,1983-05-26,-4.322941557684292
武汉市,1983-05-26,-2.009061102191822
黄石市,1983-05-26,-1.0953645848447273
