region_name,date,temp_max_anomaly,temp_max_anomaly_threshold,day,day_intensity
泸州市,2023-05-25,-5.313319089484413,,0,0.0
德阳市,2023-05-25,-3.8629837466464414,,0,0.0
绵阳市,2023-05-25,-3.896567041978642,,0,0.0
广元市,2023-05-25,-5.500576312858534,,0,0.0
遂宁市,2023-05-25,-5.849289270453166,,0,0.0
内江市,2023-05-25,-3.955285994696364,,0,0.0
乐山市,2023-05-25,-4.943968371997883,,0,0.0
南充市,2023-05-25,-6.515690126198422,,0,0.0
眉山市,2023-05-25,-4.155172222640417,,0,0.0
宜宾市,2023-05-25,-4.6877664721808685,,0,0.0
广安市,2023-05-25,-5.639510408828478,,0,0.0
达州市,2023-05-25,-6.805531950151689,,0,0.0
雅安市,2023-05-25,-3.828260776172751,,0,0.0
巴中市,2023-05-25,-7.131572206990011,,0,0.0
资阳市,2023-05-25,-5.017142749908249,,0,0.0
阿坝藏族羌族自治州,2023-05-25,-1.064476473546755,,0,0.0
甘孜藏族自治州,2023-05-25,0.4182082844565951,,0,0.0
凉山彝族自治州,2023-05-25,2.7159055684831905,,0,0.0
贵阳市,2023-05-25,1.099357995450621,,0,0.0
六盘水市,2023-05-25,4.203804240467505,,0,0.0
遵义市,2023-05-25,-2.9760013995340167,,0,0.0
安顺市,2023-05-25,2.5880118695849355,,0,0.0
毕节市,2023-05-25,2.2064093210880813,,0,0.0
铜仁市,2023-05-25,-2.4896317518077105,,0,0.0
黔西南布依族苗族自治州,2023-05-25,4.339224004589273,,0,0.0
黔东南苗族侗族自治州,2023-05-25,-1.026619962280865,,0,0.0
黔南布依族苗族自治州,2023-05-25,0.1595941487613252,,0,0.0
昆明市,2023-05-25,5.620641202668235,,0,0.0
曲靖市,2023-05-25,5.517740883440872,,0,0.0
玉溪市,2023-05-25,4.240992079618998,,0,0.0
保山市,2023-05-25,0.6470665263061868,,0,0.0
昭通市,2023-05-25,-0.8562252068504925,,0,0.0
丽江市,2023-05-25,2.850738905152152,,0,0.0
普洱市,2023-05-25,2.8452002579127544,,0,0.0
临沧市,2023-05-25,1.3082475354046783,,0,0.0
楚雄彝族自治州,2023-05-25,4.352964420983863,,0,0.0
红河哈尼族彝族自治州,2023-05-25,3.9162472094431457,,0,0.0
文山壮族苗族自治州,2023-05-25,4.691478107558382,,0,0.0
西双版纳傣族自治州,2023-05-25,4.13152054995356,,0,0.0
大理白族自治州,2023-05-25,1.0307762143550612,,0,0.0
德宏傣族景颇族自治州,2023-05-25,0.4766931627305339,,0,0.0
怒江傈僳族自治州,2023-05-25,-1.1039290147552308,,0,0.0
迪庆藏族自治州,2023-05-25,-1.9149635665842109,,0,0.0
西安市,2023-05-25,-7.41513465380903,,0,0.0
铜川市,2023-05-25,-4.507843605239824,,0,0.0
宝鸡市,2023-05-25,-5.478186297879272,,0,0.0
咸阳市,2023-05-25,-5.641636637518584,,0,0.0
渭南市,2023-05-25,-5.517157284625686,,0,0.0
延安市,2023-05-25,-2.4797449647105445,,0,0.0
汉中市,2023-05-25,-7.150634659603352,,0,0.0
榆林市,2023-05-25,-3.993222259583625,,0,0.0
安康市,2023-05-25,-8.321851462368915,,0,0.0
商洛市,2023-05-25,-7.114926423293618,,0,0.0
兰州市,2023-05-25,-5.234309047100009,,0,0.0
嘉峪关市,2023-05-25,-6.018130413395028,,0,0.0
金昌市,2023-05-25,-5.822387463263031,,0,0.0
白银市,2023-05-25,-5.43545275213101,,0,0.0
天水市,2023-05-25,-6.217205017292812,,0,0.0
武威市,2023-05-25,-6.73324603554612,,0,0.0
张掖市,2023-05-25,-5.537764750808702,,0,0.0
平凉市,2023-05-25,-4.339877642185041,,0,0.0
酒泉市,2023-05-25,-6.140672725104004,,0,0.0
庆阳市,2023-05-25,-3.3224574799432176,,0,0.0
定西市,2023-05-25,-6.784206012968854,,0,0.0
陇南市,2023-05-25,-6.450102831451774,,0,0.0
临夏回族自治州,2023-05-25,-5.704817763708949,,0,0.0
甘南藏族自治州,2023-05-25,-5.822885871456096,,0,0.0
西宁市,2023-05-25,-8.42935620616156,,0,0.0
海东市,2023-05-25,-7.433655146049345,,0,0.0
海北藏族自治州,2023-05-25,-6.401233550122734,,0,0.0
黄南藏族自治州,2023-05-25,-4.546053649570641,,0,0.0
海南藏族自治州,2023-05-25,-6.943601089540151,,0,0.0
果洛藏族自治州,2023-05-25,0.5194761462094561,,0,0.0
玉树藏族自治州,2023-05-25,-3.460132422382978,,0,0.0
海西蒙古族藏族自治州,2023-05-25,-7.526909794206601,,0,0.0
阿拉尔市,2023-05-25,-9.392265201225024,,0,0.0
北屯市,2023-05-25,-3.290891965046317,,0,0.0
胡杨河市,2023-05-25,-4.884432203676578,,0,0.0
可克达拉市,2023-05-25,-4.883442384293751,,0,0.0
昆玉市,2023-05-25,-8.317865874776423,,0,0.0
石河子市,2023-05-25,-8.22638909609115,,0,0.0
双河市,2023-05-25,-3.8472629313127946,,0,0.0
图木舒克市,2023-05-25,-8.423764858297421,,0,0.0
五家渠市,2023-05-25,-6.050583324047725,,0,0.0
铁门关市,2023-05-25,-5.262830871958894,,0,0.0
新星市,2023-05-25,-5.457429829918379,,0,0.0
白杨市,2023-05-25,-5.336882741209212,,0,0.0
呼和浩特市,2023-05-25,-5.252403033803937,,0,0.0
包头市,2023-05-25,-5.853867769603269,,0,0.0
乌海市,2023-05-25,-6.2945277578926415,,0,0.0
赤峰市,2023-05-25,-4.537388769698005,,0,0.0
通辽市,2023-05-25,-3.2310599382208025,,0,0.0
鄂尔多斯市,2023-05-25,-5.406108979209339,,0,0.0
呼伦贝尔市,2023-05-25,-5.911283669136392,,0,0.0
巴彦淖尔市,2023-05-25,-6.192137455705787,,0,0.0
