region_name,date,temp_max_anomaly
澳门特别行政区,2008-05-25,
香港特别行政区,2008-05-25,-0.21579805399616703
北京市,2008-05-25,2.856386415462829
上海市,2008-05-25,-1.7747484598592926
天津市,2008-05-25,2.678109262540776
重庆市,2008-05-25,1.5335444373164577
白沙黎族自治县,2008-05-25,0.3005831727729813
保亭黎族苗族自治县,2008-05-25,0.6964230739434853
昌江黎族自治县,2008-05-25,0.681543784528202
澄迈县,2008-05-25,0.3453867255946399
定安县,2008-05-25,0.2725983790843216
东方市,2008-05-25,0.4792268866823868
济源市,2008-05-25,0.9409999943199345
乐东黎族自治县,2008-05-25,0.3087165685800777
临高县,2008-05-25,0.11262083641276277
陵水黎族自治县,2008-05-25,0.3388686382788677
潜江市,2008-05-25,2.1722132898961313
琼海市,2008-05-25,-0.09966992617638937
琼中黎族苗族自治县,2008-05-25,0.23955004910946798
神农架林区,2008-05-25,1.0197213089687764
台湾省,2008-05-25,0.1659733897185376
天门市,2008-05-25,1.695125589029793
屯昌县,2008-05-25,0.1458670602167338
万宁市,2008-05-25,0.015458704377149246
文昌市,2008-05-25,0.16096623435312907
五指山市,2008-05-25,0.4703286007680312
仙桃市,2008-05-25,1.5597883387513178
石家庄市,2008-05-25,2.884389757872757
唐山市,2008-05-25,2.526298779208531
秦皇岛市,2008-05-25,0.8399853651744351
邯郸市,2008-05-25,2.8255071631947715
邢台市,2008-05-25,3.1962301010414045
保定市,2008-05-25,2.14000616281184
张家口市,2008-05-25,2.9608721385010455
承德市,2008-05-25,2.204415511435176
沧州市,2008-05-25,2.8478148159737273
廊坊市,2008-05-25,2.7913219574856285
衡水市,2008-05-25,2.4993675528574855
太原市,2008-05-25,1.6786161682254992
大同市,2008-05-25,3.391857394357828
阳泉市,2008-05-25,3.2002672292536687
长治市,2008-05-25,0.8838678677957148
晋城市,2008-05-25,1.3522248974006565
朔州市,2008-05-25,3.4859888731199398
晋中市,2008-05-25,1.4519601837354301
运城市,2008-05-25,-0.052662645969437705
忻州市,2008-05-25,2.7706372033606392
临汾市,2008-05-25,0.4164467845651316
吕梁市,2008-05-25,1.2303987094768303
沈阳市,2008-05-25,-3.584647411013581
大连市,2008-05-25,-2.533965094227689
鞍山市,2008-05-25,-1.5726591643261578
抚顺市,2008-05-25,-4.760188074201768
本溪市,2008-05-25,-2.889040730615399
丹东市,2008-05-25,-1.7038468019460637
锦州市,2008-05-25,-1.4817763300684277
营口市,2008-05-25,-2.8411585320236092
阜新市,2008-05-25,-2.769680960941894
辽阳市,2008-05-25,-2.786384551740859
盘锦市,2008-05-25,-1.202372068789721
铁岭市,2008-05-25,-5.160029593355372
朝阳市,2008-05-25,-0.6485950116351056
葫芦岛市,2008-05-25,-1.6516459604759355
长春市,2008-05-25,-5.928232440021798
吉林市,2008-05-25,-6.855481149340722
四平市,2008-05-25,-5.5421079205590935
辽源市,2008-05-25,-5.923334817017867
通化市,2008-05-25,-4.507421576053169
白山市,2008-05-25,-5.08032805759521
松原市,2008-05-25,-5.553751358214839
白城市,2008-05-25,-5.409741082726484
延边朝鲜族自治州,2008-05-25,-4.66083868111512
哈尔滨市,2008-05-25,-6.172493258442028
齐齐哈尔市,2008-05-25,-4.2771242360337745
鸡西市,2008-05-25,-6.305064767981047
鹤岗市,2008-05-25,-9.175876890591917
双鸭山市,2008-05-25,-10.075580329038669
大庆市,2008-05-25,-5.2935178206869935
伊春市,2008-05-25,-8.660385278247553
佳木斯市,2008-05-25,-11.098548121142716
七台河市,2008-05-25,-7.074856083886907
牡丹江市,2008-05-25,-5.991535730928529
黑河市,2008-05-25,-5.935672505210984
绥化市,2008-05-25,-5.134529289175152
大兴安岭地区,2008-05-25,-3.6493141511332077
南京市,2008-05-25,0.5815293064177176
无锡市,2008-05-25,0.2760819299406485
徐州市,2008-05-25,0.3184578809118612
常州市,2008-05-25,0.48129160604698384
苏州市,2008-05-25,0.08931799679577068
南通市,2008-05-25,-0.1978099935203268
连云港市,2008-05-25,0.575054089666704
淮安市,2008-05-25,0.8116535538923166
盐城市,2008-05-25,0.2759289636807587
扬州市,2008-05-25,0.8204822093124271
镇江市,2008-05-25,0.7146458271338432
泰州市,2008-05-25,1.2081176135132452
宿迁市,2008-05-25,0.7761167028513896
杭州市,2008-05-25,-1.048218182714912
宁波市,2008-05-25,-3.156039054748959
温州市,2008-05-25,-1.5589578867808207
嘉兴市,2008-05-25,-1.9236846705580746
湖州市,2008-05-25,-0.7686610570255148
绍兴市,2008-05-25,-1.690752466868961
金华市,2008-05-25,-0.9888803097994838
衢州市,2008-05-25,-0.46910666585644023
舟山市,2008-05-25,-4.504408236193999
台州市,2008-05-25,-2.7553273850130466
丽水市,2008-05-25,-1.3256040680746395
合肥市,2008-05-25,0.7830564829516007
芜湖市,2008-05-25,0.3320333764321646
蚌埠市,2008-05-25,1.214392072262772
淮南市,2008-05-25,0.996163258147412
马鞍山市,2008-05-25,0.5658809415065917
淮北市,2008-05-25,0.8489854358659059
铜陵市,2008-05-25,0.2625260117166057
安庆市,2008-05-25,-0.11305103803599792
黄山市,2008-05-25,-0.29986617212392375
滁州市,2008-05-25,0.5839556282104397
阜阳市,2008-05-25,1.2115537260236806
宿州市,2008-05-25,0.8050226409939114
六安市,2008-05-25,0.744664116336839
亳州市,2008-05-25,1.1642060646207248
池州市,2008-05-25,-0.4467209950509563
宣城市,2008-05-25,-0.7127657742577753
