region_name,date,temp_max_anomaly
澳门特别行政区,1991-05-25,
香港特别行政区,1991-05-25,1.2084376102458059
北京市,1991-05-25,-16.590374277831344
上海市,1991-05-25,3.2593217100290666
天津市,1991-05-25,-16.4706527863962
重庆市,1991-05-25,-2.837119971380499
白沙黎族自治县,1991-05-25,2.074958589091043
保亭黎族苗族自治县,1991-05-25,1.1517831832682504
昌江黎族自治县,1991-05-25,2.98922852759274
澄迈县,1991-05-25,3.2814978623661695
定安县,1991-05-25,2.486056977101285
东方市,1991-05-25,2.8786945804852166
济源市,1991-05-25,-12.59765732826419
乐东黎族自治县,1991-05-25,1.9963755178391338
临高县,1991-05-25,3.838076454736438
陵水黎族自治县,1991-05-25,1.0125180155946367
潜江市,1991-05-25,-10.111703206157202
琼海市,1991-05-25,1.904553879837394
琼中黎族苗族自治县,1991-05-25,1.4049513979251138
神农架林区,1991-05-25,-6.306939357685067
台湾省,1991-05-25,2.062778585597357
天门市,1991-05-25,-9.658343672909979
屯昌县,1991-05-25,1.9362906364103232
万宁市,1991-05-25,0.9698108446847549
文昌市,1991-05-25,2.5032296344127545
五指山市,1991-05-25,1.4595760226449528
仙桃市,1991-05-25,-7.81874697334996
石家庄市,1991-05-25,-17.702419090598745
唐山市,1991-05-25,-15.316460142263937
秦皇岛市,1991-05-25,-15.036873009439573
邯郸市,1991-05-25,-18.037102010094493
邢台市,1991-05-25,-18.10033139015686
保定市,1991-05-25,-16.83899090582232
张家口市,1991-05-25,-16.98166545202345
承德市,1991-05-25,-16.044249946265303
沧州市,1991-05-25,-17.485016268948385
廊坊市,1991-05-25,-17.35530706523992
衡水市,1991-05-25,-18.15509277281457
太原市,1991-05-25,-17.183787064211394
大同市,1991-05-25,-15.837842727146654
阳泉市,1991-05-25,-17.392220658571063
长治市,1991-05-25,-15.142485771974986
晋城市,1991-05-25,-12.92495042170495
朔州市,1991-05-25,-14.275900090308228
晋中市,1991-05-25,-16.83974636287251
运城市,1991-05-25,-10.755950369465975
忻州市,1991-05-25,-14.377114967343525
临汾市,1991-05-25,-12.248503026090331
吕梁市,1991-05-25,-14.126437091584332
沈阳市,1991-05-25,-11.250355657584585
大连市,1991-05-25,-10.000899675578424
鞍山市,1991-05-25,-12.325354088955352
抚顺市,1991-05-25,-12.055817820223862
本溪市,1991-05-25,-12.126330061646241
丹东市,1991-05-25,-10.860660884526576
锦州市,1991-05-25,-13.22503444980704
营口市,1991-05-25,-12.428576844675343
阜新市,1991-05-25,-12.103783570144454
辽阳市,1991-05-25,-12.417741528902846
盘锦市,1991-05-25,-11.992131939281233
铁岭市,1991-05-25,-10.673647621447229
朝阳市,1991-05-25,-15.016255343688004
葫芦岛市,1991-05-25,-15.163568453651745
长春市,1991-05-25,-8.385089751648557
吉林市,1991-05-25,-9.314141758363752
四平市,1991-05-25,-9.184970486207519
辽源市,1991-05-25,-10.66178399030205
通化市,1991-05-25,-11.185773459108843
白山市,1991-05-25,-10.468793939250096
松原市,1991-05-25,-8.057610218381306
白城市,1991-05-25,-8.490865276875137
延边朝鲜族自治州,1991-05-25,-7.7526458717599045
哈尔滨市,1991-05-25,-7.524298475279803
齐齐哈尔市,1991-05-25,-5.854134769711255
鸡西市,1991-05-25,-5.846554719249902
鹤岗市,1991-05-25,-4.962960530773028
双鸭山市,1991-05-25,-5.684478100242064
大庆市,1991-05-25,-7.15317074478569
伊春市,1991-05-25,-5.964983173194202
佳木斯市,1991-05-25,-5.422625597183725
七台河市,1991-05-25,-6.588654871061912
牡丹江市,1991-05-25,-7.593290126026627
黑河市,1991-05-25,-5.71923065045041
绥化市,1991-05-25,-6.464205023077547
大兴安岭地区,1991-05-25,-6.391374080249202
南京市,1991-05-25,1.8085320852642397
无锡市,1991-05-25,4.231150946568135
徐州市,1991-05-25,-9.595718130578593
常州市,1991-05-25,3.8472044463242874
苏州市,1991-05-25,4.241194924224992
南通市,1991-05-25,3.590405266461687
连云港市,1991-05-25,-6.7136356651582325
淮安市,1991-05-25,-1.3176604767467595
盐城市,1991-05-25,1.0641521552197482
扬州市,1991-05-25,1.6243995384198726
镇江市,1991-05-25,3.185313728633627
泰州市,1991-05-25,2.674989334846181
宿迁市,1991-05-25,-3.6841361761899662
杭州市,1991-05-25,3.2831103565582396
宁波市,1991-05-25,3.8896022593793305
温州市,1991-05-25,2.947415686434244
嘉兴市,1991-05-25,4.273506085715436
湖州市,1991-05-25,4.026129220259392
绍兴市,1991-05-25,4.339625570167879
金华市,1991-05-25,3.9768123902806707
衢州市,1991-05-25,3.165292169744937
舟山市,1991-05-25,-1.7748048296958352
台州市,1991-05-25,3.1090674561095355
丽水市,1991-05-25,3.9290807258955454
合肥市,1991-05-25,0.12339605080729044
芜湖市,1991-05-25,2.104879686686605
蚌埠市,1991-05-25,-5.2112718202813575
淮南市,1991-05-25,-4.696430018624213
马鞍山市,1991-05-25,1.5631540001593471
淮北市,1991-05-25,-8.187412598826583
铜陵市,1991-05-25,0.9955919076726687
安庆市,1991-05-25,-0.05227352411064956
