region_name,date,temp_max_anomaly
澳门特别行政区,2003-05-25,
香港特别行政区,2003-05-25,0.5029625343270432
北京市,2003-05-25,0.3102708465943351
上海市,2003-05-25,-7.571315114952416
天津市,2003-05-25,0.7677766953733247
重庆市,2003-05-25,-0.9904375465937498
白沙黎族自治县,2003-05-25,1.0712203398674802
保亭黎族苗族自治县,2003-05-25,1.5965389396493954
昌江黎族自治县,2003-05-25,0.8869739168285733
澄迈县,2003-05-25,0.49250995392550934
定安县,2003-05-25,0.9663503538183207
东方市,2003-05-25,1.04908831802042
济源市,2003-05-25,-0.7490695431376331
乐东黎族自治县,2003-05-25,1.3136210786933376
临高县,2003-05-25,0.4176768804164226
陵水黎族自治县,2003-05-25,1.6308223385587652
潜江市,2003-05-25,-1.4405488205242598
琼海市,2003-05-25,1.0594692745073289
琼中黎族苗族自治县,2003-05-25,1.453661698842403
神农架林区,2003-05-25,-1.6878418161007112
台湾省,2003-05-25,-1.3079412090506608
天门市,2003-05-25,-1.6954757476840072
屯昌县,2003-05-25,1.0562044958159582
万宁市,2003-05-25,1.1820101048460323
文昌市,2003-05-25,0.8675294111514908
五指山市,2003-05-25,1.4948702380296126
仙桃市,2003-05-25,-1.916874950346628
石家庄市,2003-05-25,0.6613007171032059
唐山市,2003-05-25,-0.5363994836011194
秦皇岛市,2003-05-25,-0.9687403417845815
邯郸市,2003-05-25,0.08159396685856635
邢台市,2003-05-25,0.404264064200742
保定市,2003-05-25,0.17473238100393118
张家口市,2003-05-25,1.3765349298874945
承德市,2003-05-25,0.13585424576522342
沧州市,2003-05-25,0.13481565814565144
廊坊市,2003-05-25,0.6072992278955311
衡水市,2003-05-25,-0.2092490014723758
太原市,2003-05-25,0.5638105900259625
大同市,2003-05-25,0.9626938640380374
阳泉市,2003-05-25,1.3054534471561254
长治市,2003-05-25,-0.2984923509195845
晋城市,2003-05-25,-1.0040315129991377
朔州市,2003-05-25,1.0790125026323203
晋中市,2003-05-25,0.28149471182832997
运城市,2003-05-25,0.24886347420348898
忻州市,2003-05-25,0.8800398014961601
临汾市,2003-05-25,0.33065400608248297
吕梁市,2003-05-25,0.8834322993018908
沈阳市,2003-05-25,0.06653314661444298
大连市,2003-05-25,-3.5863603093344416
鞍山市,2003-05-25,-1.6946892393525665
抚顺市,2003-05-25,-0.32997960081887
本溪市,2003-05-25,-1.2551560128186985
丹东市,2003-05-25,-2.2758751940814186
锦州市,2003-05-25,-2.3221607875569106
营口市,2003-05-25,-2.247430418171298
阜新市,2003-05-25,-0.42533016798944345
辽阳市,2003-05-25,-0.6721736329195629
盘锦市,2003-05-25,-2.5197770648234687
铁岭市,2003-05-25,0.5481512972920477
朝阳市,2003-05-25,0.5615948605308283
葫芦岛市,2003-05-25,-1.8958563101639783
长春市,2003-05-25,1.4491475948571377
吉林市,2003-05-25,0.9424860294392658
四平市,2003-05-25,1.0103278442209565
辽源市,2003-05-25,0.8169003333439164
通化市,2003-05-25,-0.15649926405022185
白山市,2003-05-25,-0.8049895709390711
松原市,2003-05-25,1.2719440486658335
白城市,2003-05-25,1.2068201617296594
延边朝鲜族自治州,2003-05-25,-1.1645291778713833
哈尔滨市,2003-05-25,1.3194556606785284
齐齐哈尔市,2003-05-25,-3.5528970802407756
鸡西市,2003-05-25,-0.4696822973914223
鹤岗市,2003-05-25,1.2867013615674345
双鸭山市,2003-05-25,-0.16386141656612452
大庆市,2003-05-25,-0.562759388372708
伊春市,2003-05-25,0.42420653814738785
佳木斯市,2003-05-25,0.6075062252634886
七台河市,2003-05-25,1.1878403671247533
牡丹江市,2003-05-25,0.2528718007151767
黑河市,2003-05-25,-4.321269437695992
绥化市,2003-05-25,0.9959421141425153
大兴安岭地区,2003-05-25,-9.166924688416566
南京市,2003-05-25,-5.87767284447326
无锡市,2003-05-25,-7.039163137137468
徐州市,2003-05-25,-3.9543121389983042
常州市,2003-05-25,-6.467884963848153
苏州市,2003-05-25,-7.818171406517703
南通市,2003-05-25,-8.144648837498504
连云港市,2003-05-25,-5.542820654208242
淮安市,2003-05-25,-5.8587371946604385
盐城市,2003-05-25,-7.464148343288901
扬州市,2003-05-25,-6.551910486492936
镇江市,2003-05-25,-6.256194362428914
泰州市,2003-05-25,-7.051967036623463
宿迁市,2003-05-25,-4.966517585002542
杭州市,2003-05-25,-5.613922164536543
宁波市,2003-05-25,-7.001655554993452
温州市,2003-05-25,-2.042182715109135
嘉兴市,2003-05-25,-7.978293088488485
湖州市,2003-05-25,-7.428256099780349
绍兴市,2003-05-25,-7.384031528085565
金华市,2003-05-25,-5.4471866130037085
衢州市,2003-05-25,-3.9165604473132802
舟山市,2003-05-25,-6.266204130949305
台州市,2003-05-25,-4.337182011721772
丽水市,2003-05-25,-3.132148588808043
合肥市,2003-05-25,-4.707026647847798
芜湖市,2003-05-25,-5.687877754888735
蚌埠市,2003-05-25,-4.706495967853389
淮南市,2003-05-25,-4.205449307283814
马鞍山市,2003-05-25,-5.474877796224703
淮北市,2003-05-25,-3.830496236909404
铜陵市,2003-05-25,-5.321286783203281
安庆市,2003-05-25,-3.7484922524107205
黄山市,2003-05-25,-4.610871673232211
滁州市,2003-05-25,-5.2997808487136595
阜阳市,2003-05-25,-3.3315200251044494
宿州市,2003-05-25,-4.088514397662525
六安市,2003-05-25,-3.9509898847601406
亳州市,2003-05-25,-3.555487213690892
池州市,2003-05-25,-5.10056374779051
宣城市,2003-05-25,-6.716192900400621
福州市,2003-05-25,-4.270730174943505
厦门市,2003-05-25,-5.831631327322576
莆田市,2003-05-25,-5.145765402504569
三明市,2003-05-25,-1.9032670313917848
泉州市,2003-05-25,-4.932763512856599
漳州市,2003-05-25,-3.445847092728041
南平市,2003-05-25,-1.6303514947347182
龙岩市,2003-05-25,-1.9949609994173798
宁德市,2003-05-25,-1.7194767845503591
南昌市,2003-05-25,-3.815284249205771
景德镇市,2003-05-25,-3.1189720315257823
萍乡市,2003-05-25,-2.7430112544729646
九江市,2003-05-25,-3.509420146349477
新余市,2003-05-25,-3.4513019199333392
鹰潭市,2003-05-25,-3.411595504229215
赣州市,2003-05-25,-2.6129193615175375
吉安市,2003-05-25,-3.503808705720406
宜春市,2003-05-25,-3.3490178530359493
抚州市,2003-05-25,-3.314255618350341
上饶市,2003-05-25,-3.3312859113552804
济南市,2003-05-25,-2.056088291350573
青岛市,2003-05-25,-3.1454461617553306
淄博市,2003-05-25,-2.175046531510585
枣庄市,2003-05-25,-3.6197821379456734
东营市,2003-05-25,-1.5527460221698632
烟台市,2003-05-25,-4.579725455890703
潍坊市,2003-05-25,-2.8583101366153905
济宁市,2003-05-25,-2.8801297109500403
泰安市,2003-05-25,-2.7383736024955674
威海市,2003-05-25,-5.763274829239652
日照市,2003-05-25,-3.5836168510346305
临沂市,2003-05-25,-3.4217956623289574
德州市,2003-05-25,-1.1716002251745508
聊城市,2003-05-25,-1.3725131377650968
滨州市,2003-05-25,-0.7438203247111872
菏泽市,2003-05-25,-2.1612753961976665
郑州市,2003-05-25,-0.5517654557369731
开封市,2003-05-25,-1.2371873113631189
洛阳市,2003-05-25,-0.4379808895934829
平顶山市,2003-05-25,-0.6539510504991597
安阳市,2003-05-25,-0.45918634175261985
鹤壁市,2003-05-25,-0.351255547816816
新乡市,2003-05-25,-0.8176009545714358
焦作市,2003-05-25,-0.4161837838390383
濮阳市,2003-05-25,-1.3459268807952576
许昌市,2003-05-25,-0.7844530422124159
漯河市,2003-05-25,-1.1215369662076888
三门峡市,2003-05-25,-0.8313729522776292
南阳市,2003-05-25,-1.1445496080090365
商丘市,2003-05-25,-2.602143254164176
信阳市,2003-05-25,-2.526511729241072
周口市,2003-05-25,-2.298657078193255
驻马店市,2003-05-25,-2.071514723099625
武汉市,2003-05-25,-2.5257539393198805
黄石市,2003-05-25,-3.4120450322604974
十堰市,2003-05-25,-1.0814002961924345
宜昌市,2003-05-25,-2.4715749658092356
襄阳市,2003-05-25,-1.5085700739356085
鄂州市,2003-05-25,-2.8599296504021012
荆门市,2003-05-25,-1.7737164310069282
孝感市,2003-05-25,-1.8679715731156605
荆州市,2003-05-25,-1.9495619639753308
黄冈市,2003-05-25,-2.4187295681644727
咸宁市,2003-05-25,-2.594654396185085
随州市,2003-05-25,-1.6629879102558114
恩施土家族苗族自治州,2003-05-25,-1.3382525334923656
长沙市,2003-05-25,-2.856230720193082
株洲市,2003-05-25,-2.8043013803069528
湘潭市,2003-05-25,-3.0579666226241606
衡阳市,2003-05-25,-3.5967120584003425
邵阳市,2003-05-25,-3.451940566507247
岳阳市,2003-05-25,-2.3196088664423975
常德市,2003-05-25,-2.5978774423945445
张家界市,2003-05-25,-2.514058484163499
益阳市,2003-05-25,-2.8845434686739253
郴州市,2003-05-25,-4.334827945219008
永州市,2003-05-25,-5.059683835697008
怀化市,2003-05-25,-2.2623429012685
娄底市,2003-05-25,-3.1410556273120385
湘西土家族苗族自治州,2003-05-25,-2.1267030009110357
广州市,2003-05-25,-0.1894916542896219
韶关市,2003-05-25,-3.008097993773731
深圳市,2003-05-25,0.4124691456510696
珠海市,2003-05-25,-0.18122360962286876
汕头市,2003-05-25,-0.9039274499987826
