region_name,date,temp_mean_anomaly
澳门特别行政区,2009-05-25,
香港特别行政区,2009-05-25,-2.59393350528784
北京市,2009-05-25,-0.3618087523649791
上海市,2009-05-25,-6.655589174391068
天津市,2009-05-25,-0.28861419036321934
重庆市,2009-05-25,-5.090986179725572
白沙黎族自治县,2009-05-25,-1.615640752019889
保亭黎族苗族自治县,2009-05-25,-1.2642742030193261
昌江黎族自治县,2009-05-25,-1.6189346953685195
澄迈县,2009-05-25,-1.7486479947319857
定安县,2009-05-25,-1.9650952143755873
东方市,2009-05-25,-1.3634681455416633
济源市,2009-05-25,-7.591375027335964
乐东黎族自治县,2009-05-25,-0.6142289724457513
临高县,2009-05-25,-1.9017637552286004
陵水黎族自治县,2009-05-25,-1.5066472170709204
潜江市,2009-05-25,-6.5929047157053375
琼海市,2009-05-25,-1.990727879817598
琼中黎族苗族自治县,2009-05-25,-1.6410989962333495
神农架林区,2009-05-25,-5.36891925087893
台湾省,2009-05-25,-1.2482545527597786
天门市,2009-05-25,-7.27413434590262
屯昌县,2009-05-25,-1.8141265382484413
万宁市,2009-05-25,-1.8193666725820279
文昌市,2009-05-25,-1.9595387445974275
五指山市,2009-05-25,-1.1905582742718224
仙桃市,2009-05-25,-7.20747473500419
石家庄市,2009-05-25,-2.946207327656907
唐山市,2009-05-25,-1.0792091201260767
秦皇岛市,2009-05-25,-1.4695762198918878
邯郸市,2009-05-25,-5.469541455549749
邢台市,2009-05-25,-4.100947348722752
保定市,2009-05-25,-1.462925036111038
张家口市,2009-05-25,-1.4547263308386
承德市,2009-05-25,-2.220341257960154
沧州市,2009-05-25,-2.3815636889011813
廊坊市,2009-05-25,-0.35636807624236155
衡水市,2009-05-25,-3.4341505180272307
太原市,2009-05-25,-2.101030274660566
大同市,2009-05-25,-1.4403281017314846
阳泉市,2009-05-25,-2.6650554889678233
长治市,2009-05-25,-5.033653376809097
晋城市,2009-05-25,-7.248636570227275
朔州市,2009-05-25,-1.3482572484982818
晋中市,2009-05-25,-3.214957908077224
运城市,2009-05-25,-5.597988440068839
忻州市,2009-05-25,-1.5951310496432214
