region_name,date,temp_mean_anomaly
澳门特别行政区,1984-05-25,
香港特别行政区,1984-05-25,-3.4837868937240444
北京市,1984-05-25,-8.712565315833732
上海市,1984-05-25,-5.716271659486491
天津市,1984-05-25,-9.621721809524274
重庆市,1984-05-25,-4.644613436023739
白沙黎族自治县,1984-05-25,-1.891513624686361
保亭黎族苗族自治县,1984-05-25,-1.4316810349306195
昌江黎族自治县,1984-05-25,-1.8742455812157495
澄迈县,1984-05-25,-2.800148691687493
定安县,1984-05-25,-2.767479528084614
东方市,1984-05-25,-1.801134294445081
济源市,1984-05-25,-5.250767638769769
乐东黎族自治县,1984-05-25,-1.4719531575712779
临高县,1984-05-25,-2.6760493806483687
陵水黎族自治县,1984-05-25,-1.6792143348917286
潜江市,1984-05-25,-5.576259130353641
琼海市,1984-05-25,-2.6393328073854327
琼中黎族苗族自治县,1984-05-25,-2.282772183291563
神农架林区,1984-05-25,-3.76727633878731
台湾省,1984-05-25,-1.452766313805352
天门市,1984-05-25,-5.796055694732765
屯昌县,1984-05-25,-2.710894361115063
万宁市,1984-05-25,-2.3246209505126565
文昌市,1984-05-25,-2.826180211999038
五指山市,1984-05-25,-1.437542901648115
仙桃市,1984-05-25,-6.023364263698603
石家庄市,1984-05-25,-7.336032520488825
唐山市,1984-05-25,-10.8429079184072
秦皇岛市,1984-05-25,-10.724620992907392
邯郸市,1984-05-25,-5.923942395507222
邢台市,1984-05-25,-6.184714679090661
保定市,1984-05-25,-7.977642508067639
张家口市,1984-05-25,-7.385804017553635
承德市,1984-05-25,-7.980941245154543
沧州市,1984-05-25,-8.09086278372245
廊坊市,1984-05-25,-8.460707892720897
衡水市,1984-05-25,-6.900218566772171
太原市,1984-05-25,-6.281972595876477
大同市,1984-05-25,-7.254706192709417
阳泉市,1984-05-25,-6.739329831090805
长治市,1984-05-25,-5.553542752756529
晋城市,1984-05-25,-5.375124592969261
朔州市,1984-05-25,-6.952942281513881
晋中市,1984-05-25,-5.9102887354502815
运城市,1984-05-25,-5.8389307925501654
忻州市,1984-05-25,-6.469352017826308
临汾市,1984-05-25,-5.308091457769194
吕梁市,1984-05-25,-5.383864219066355
沈阳市,1984-05-25,-4.351705955261771
大连市,1984-05-25,-8.031772698049581
鞍山市,1984-05-25,-6.175699336417434
抚顺市,1984-05-25,-3.4866240174985634
本溪市,1984-05-25,-4.465820663801193
丹东市,1984-05-25,-5.312888776302895
锦州市,1984-05-25,-6.908909077647433
营口市,1984-05-25,-7.22824915475292
阜新市,1984-05-25,-5.990060025705105
辽阳市,1984-05-25,-5.171345147241727
盘锦市,1984-05-25,-6.529747687606431
铁岭市,1984-05-25,-2.9535328225259008
朝阳市,1984-05-25,-9.051356319733106
葫芦岛市,1984-05-25,-9.551389247068197
长春市,1984-05-25,-0.18263444998322953
吉林市,1984-05-25,-1.801506441870675
四平市,1984-05-25,-2.091267797865438
辽源市,1984-05-25,-2.3914111627617274
通化市,1984-05-25,-2.8065761803870473
白山市,1984-05-25,-2.6279278951791305
松原市,1984-05-25,-0.7093597160055083
白城市,1984-05-25,-1.2867996273092963
延边朝鲜族自治州,1984-05-25,-1.8501373808247799
哈尔滨市,1984-05-25,0.4439864707155934
齐齐哈尔市,1984-05-25,1.1397853535777323
鸡西市,1984-05-25,0.7641297582040139
鹤岗市,1984-05-25,1.5958620528204115
双鸭山市,1984-05-25,1.7825203721543552
大庆市,1984-05-25,-0.34561923503348524
伊春市,1984-05-25,1.1576763726292398
