region_name,date,temp_mean_anomaly
澳门特别行政区,1996-05-25,
香港特别行政区,1996-05-25,-1.7872583779868556
北京市,1996-05-25,-1.604492829576003
上海市,1996-05-25,-4.883213403892572
天津市,1996-05-25,0.3991375677325948
重庆市,1996-05-25,-2.6882299549848376
白沙黎族自治县,1996-05-25,0.43125332347290524
保亭黎族苗族自治县,1996-05-25,-0.5807037044366119
昌江黎族自治县,1996-05-25,0.17603393273200396
澄迈县,1996-05-25,0.23460438247737514
定安县,1996-05-25,-0.21202291734977408
东方市,1996-05-25,-0.09722674238322426
济源市,1996-05-25,-1.4265568833901696
乐东黎族自治县,1996-05-25,-0.3651667788416759
临高县,1996-05-25,0.2221927422677119
陵水黎族自治县,1996-05-25,-0.8101963941763763
潜江市,1996-05-25,-2.464446363605667
琼海市,1996-05-25,-0.5960954620742314
琼中黎族苗族自治县,1996-05-25,-0.05563944362988593
神农架林区,1996-05-25,-2.8661084420804244
台湾省,1996-05-25,-2.536816795020851
天门市,1996-05-25,-2.5548489250985718
屯昌县,1996-05-25,0.02739956605235605
万宁市,1996-05-25,-0.8118861309153758
文昌市,1996-05-25,-0.5226825508979687
五指山市,1996-05-25,-0.17061341874713776
仙桃市,1996-05-25,-2.856866311886943
石家庄市,1996-05-25,-1.7578861863980535
唐山市,1996-05-25,-0.4916621395236014
秦皇岛市,1996-05-25,-1.0516105959515194
邯郸市,1996-05-25,-1.410416871706861
邢台市,1996-05-25,-0.8254761906470307
保定市,1996-05-25,-1.4867317706737602
张家口市,1996-05-25,-2.8616215461318646
承德市,1996-05-25,-2.676883760374615
沧州市,1996-05-25,0.07956699204721929
廊坊市,1996-05-25,0.4649982841607674
衡水市,1996-05-25,-0.23941354965147355
太原市,1996-05-25,-2.1861259765815717
大同市,1996-05-25,-2.898042018214941
阳泉市,1996-05-25,-2.2607030388933005
长治市,1996-05-25,-2.4499107268130977
晋城市,1996-05-25,-1.9486681416311704
朔州市,1996-05-25,-2.1449920145839414
晋中市,1996-05-25,-2.135054091768705
运城市,1996-05-25,-1.1364304292030702
忻州市,1996-05-25,-2.397027865679817
临汾市,1996-05-25,-1.8740160436107516
吕梁市,1996-05-25,-1.7424578059584945
沈阳市,1996-05-25,1.0019255336253146
大连市,1996-05-25,-2.897272033526775
鞍山市,1996-05-25,-1.2146147882357212
抚顺市,1996-05-25,0.02478699002342566
本溪市,1996-05-25,-1.6353965449398231
丹东市,1996-05-25,-3.7731477313957633
锦州市,1996-05-25,0.7215111012483817
营口市,1996-05-25,-1.160815094303839
阜新市,1996-05-25,0.6903133489686972
辽阳市,1996-05-25,0.10402831440426397
盘锦市,1996-05-25,-0.7385030834943223
铁岭市,1996-05-25,1.4726868394587527
朝阳市,1996-05-25,0.28571005078925893
葫芦岛市,1996-05-25,-0.10719733257725395
长春市,1996-05-25,0.70058378943326
吉林市,1996-05-25,0.4412115886118002
四平市,1996-05-25,1.238190081183685
辽源市,1996-05-25,1.668073660319397
通化市,1996-05-25,-0.3475753079708568
白山市,1996-05-25,-0.13573295011067188
松原市,1996-05-25,0.5081199280960398
白城市,1996-05-25,0.1783701417635939
延边朝鲜族自治州,1996-05-25,0.7199576623065624
哈尔滨市,1996-05-25,0.6348164048936411
齐齐哈尔市,1996-05-25,-2.1854028495737907
鸡西市,1996-05-25,-1.1309392164856078
鹤岗市,1996-05-25,-0.6095945857475975
双鸭山市,1996-05-25,-0.5418955815056599
大庆市,1996-05-25,-0.9218834202968083
伊春市,1996-05-25,-1.4862910419989142
佳木斯市,1996-05-25,-0.40885790969678126
七台河市,1996-05-25,1.2257725925072371
牡丹江市,1996-05-25,1.4055358640641238
黑河市,1996-05-25,-4.902725153068024
绥化市,1996-05-25,-0.45774383021813136
大兴安岭地区,1996-05-25,-7.5479628195908415
南京市,1996-05-25,-4.863715310394891
无锡市,1996-05-25,-4.511775830324176
徐州市,1996-05-25,-2.6358287039626482
常州市,1996-05-25,-4.555542868482831
苏州市,1996-05-25,-4.592742283887734
南通市,1996-05-25,-4.883301436767578
连云港市,1996-05-25,-3.653497570910627
淮安市,1996-05-25,-4.959544182054806
盐城市,1996-05-25,-5.0352598908682005
扬州市,1996-05-25,-5.760652925638301
镇江市,1996-05-25,-4.663738844809455
泰州市,1996-05-25,-5.42009430901436
宿迁市,1996-05-25,-3.6427386798566133
杭州市,1996-05-25,-6.2825889132610016
宁波市,1996-05-25,-5.461655761978989
温州市,1996-05-25,-5.743811805137419
嘉兴市,1996-05-25,-4.6409892950443705
湖州市,1996-05-25,-4.767130151951992
绍兴市,1996-05-25,-5.7849902804058075
金华市,1996-05-25,-7.196462305414517
衢州市,1996-05-25,-7.6993623139874
舟山市,1996-05-25,-5.012623662860349
台州市,1996-05-25,-5.858323016874316
丽水市,1996-05-25,-6.936489093947184
