region_name,date,temp_min_anomaly_threshold
大兴安岭地区,06-02,-1.2153883303823552
大同市,06-02,-0.41464760669696593
大庆市,06-02,-0.5912628866415077
大理白族自治州,06-02,0.37807795010285833
大连市,06-02,-2.697869368288637
天水市,06-02,-0.7744948682357923
天津市,06-02,0.27389605609277645
天门市,06-02,-0.38019242944460674
太原市,06-02,-0.20478191121658618
威海市,06-02,-2.6030246561482384
娄底市,06-02,-0.07195705847491225
孝感市,06-02,-0.3431184175738728
宁德市,06-02,-0.35760488322880957
宁波市,06-02,-1.6628082144096217
安庆市,06-02,-0.8328751082430648
安康市,06-02,-0.7326941682675202
安阳市,06-02,-0.07449841940596547
安顺市,06-02,0.7572523298584011
定安县,06-02,1.254750418561637
定西市,06-02,-0.4133196128017169
宜宾市,06-02,0.2152114503189535
宜昌市,06-02,-0.41866336308223945
宜春市,06-02,-0.5125904492296552
宝鸡市,06-02,-0.6643930750031561
宣城市,06-02,-1.1768108065570309
宿州市,06-02,-0.5441131826217002
宿迁市,06-02,-1.190048896986075
屯昌县,06-02,1.216382610385684
山南市,06-02,-0.8069902157237583
岳阳市,06-02,-0.6738853792619046
崇左市,06-02,0.6249601726882152
巴中市,06-02,-0.6209504108666671
巴彦淖尔市,06-02,0.9146107693404739
巴音郭楞蒙古自治州,06-02,-0.292383967343066
常州市,06-02,-1.4541693736638974
常德市,06-02,-0.5701273804465024
平凉市,06-02,-0.43681800861997966
平顶山市,06-02,-0.12451290898847961
广元市,06-02,-0.35008723837581185
广安市,06-02,-0.5909228779382566
广州市,06-02,0.15578423187313406
庆阳市,06-02,-0.27382230050063444
廊坊市,06-02,0.8175445805081575
延安市,06-02,-0.10627682974377901
延边朝鲜族自治州,06-02,-1.758597619775538
开封市,06-02,0.28672232719890434
张家口市,06-02,-0.0602131162238365
张家界市,06-02,-0.32975458881646275
张掖市,06-02,-0.5164317042388061
徐州市,06-02,-0.7300665640646534
德宏傣族景颇族自治州,06-02,0.4966807970269062
德州市,06-02,0.5945094864274669
德阳市,06-02,0.16732396496950555
忻州市,06-02,-0.052670053128898664
怀化市,06-02,-0.15927844456060994
怒江傈僳族自治州,06-02,-0.19454827895198146
恩施土家族苗族自治州,06-02,-0.3943192494430785
惠州市,06-02,0.17021089639800105
成都市,06-02,0.16927738517569685
扬州市,06-02,-1.6551332074154061
承德市,06-02,-0.5251722808980969
抚州市,06-02,-0.30689463612566836
抚顺市,06-02,-1.5895678649868836
拉萨市,06-02,-1.0697711976202722
揭阳市,06-02,0.2110225279574872
攀枝花市,06-02,1.409881904952917
文山壮族苗族自治州,06-02,0.9239599199429246
文昌市,06-02,1.025839165746648
新乡市,06-02,-0.019883867988846587
新余市,06-02,-0.4040988349991942
新星市,06-02,0.9739743521945936
