region_name,date,temp_mean_anomaly_threshold
许昌市,06-02,2.301441700515394
贵港市,06-02,0.3725595406094616
贵阳市,06-02,0.5070475370981826
贺州市,06-02,0.12969317857433446
资阳市,06-02,0.7288040254740483
赣州市,06-02,0.04287063832166762
赤峰市,06-02,2.227899263469996
辽源市,06-02,0.8598591937120068
辽阳市,06-02,0.21021563926702228
达州市,06-02,-0.22752498013061798
运城市,06-02,1.3714924932621921
连云港市,06-02,0.5455290485482575
迪庆藏族自治州,06-02,0.42915537683733446
通化市,06-02,-0.11008158840034184
通辽市,06-02,1.9251269715218615
遂宁市,06-02,0.45327027208764836
遵义市,06-02,0.1605961481463221
邢台市,06-02,1.7787166508497405
那曲市,06-02,-0.690189357945627
邯郸市,06-02,1.6446907328499
邵阳市,06-02,0.13656174200660834
郑州市,06-02,1.7850134929426102
郴州市,06-02,-0.032766118348416105
鄂尔多斯市,06-02,1.909203392951273
鄂州市,06-02,-0.12429045371170476
酒泉市,06-02,0.885975384714551
重庆市,06-02,-0.05256736972835473
金华市,06-02,-0.6861756855395623
金昌市,06-02,1.5555434234852041
钦州市,06-02,0.7922997528249439
铁岭市,06-02,0.9814446826665426
铁门关市,06-02,1.2824636291440317
铜仁市,06-02,0.1444977840034327
铜川市,06-02,1.7644762071337987
铜陵市,06-02,-0.08245572299759894
银川市,06-02,1.468166889388527
锡林郭勒盟,06-02,1.9549992780007721
锦州市,06-02,0.2834929576804271
镇江市,06-02,-0.46480298415317867
长春市,06-02,0.9128349046047645
长沙市,06-02,-0.2557431405424671
长治市,06-02,1.0019161089727375
阜新市,06-02,1.3893388020031507
阜阳市,06-02,1.1908220790594457
防城港市,06-02,0.7962879226890859
阳江市,06-02,0.6643873944744945
阳泉市,06-02,1.3629265640050767
阿克苏地区,06-02,1.3469660822776697
阿勒泰地区,06-02,1.6079091903625629
阿坝藏族羌族自治州,06-02,-0.12629909697338487
阿拉善盟,06-02,1.2397556899980724
阿拉尔市,06-02,1.832363642143129
阿里地区,06-02,-0.9707909333920753
陇南市,06-02,0.0038917398925918793
陵水黎族自治县,06-02,1.272211546818506
随州市,06-02,0.6396979243957214
雅安市,06-02,0.06691020633691086
青岛市,06-02,-0.6775283778275899
鞍山市,06-02,-0.3936339219266665
韶关市,06-02,0.15382914408015466
香港特别行政区,06-02,0.3711379150956573
马鞍山市,06-02,-0.3041586431195886
驻马店市,06-02,1.2956716595914144
鸡西市,06-02,-0.28550554067542816
鹤壁市,06-02,1.7468487182529189
鹤岗市,06-02,0.5525750493791539
鹰潭市,06-02,-0.16035296373008837
黄冈市,06-02,-0.2262945579782338
黄南藏族自治州,06-02,-0.19642224358858015
黄山市,06-02,-0.34109388996883155
黄石市,06-02,-0.13496688473154123
黑河市,06-02,1.0149191912324822
