region_name,date,temp_max_anomaly_threshold
通化市,06-01,1.4938270194522791
通辽市,06-01,3.709387048468134
遂宁市,06-01,1.2677979614067936
遵义市,06-01,0.6866419856754984
邢台市,06-01,3.689519069253684
那曲市,06-01,0.05368117771041685
邯郸市,06-01,3.676847744836511
邵阳市,06-01,0.7317696204493918
郑州市,06-01,3.7144201663787935
郴州市,06-01,0.419352768982302
鄂尔多斯市,06-01,2.896699069556292
鄂州市,06-01,0.9348659409903703
酒泉市,06-01,1.2715040270563274
重庆市,06-01,0.4288168700565848
金华市,06-01,0.25542349545461385
金昌市,06-01,2.4505543495132747
钦州市,06-01,1.0516123311626626
铁岭市,06-01,2.5111168856267163
铁门关市,06-01,1.9128716295748138
铜仁市,06-01,0.7710154509785621
铜川市,06-01,3.420890184685742
铜陵市,06-01,1.0168071522368756
银川市,06-01,2.6503279838762706
锡林郭勒盟,06-01,3.241441654273108
锦州市,06-01,2.4640416681192323
镇江市,06-01,1.1045655353061237
长春市,06-01,2.8659116337379356
长沙市,06-01,0.8106139674922331
长治市,06-01,2.7485358268265205
阜新市,06-01,3.3925292635192115
阜阳市,06-01,2.757891776213
防城港市,06-01,1.30017039524992
阳江市,06-01,0.9664259252752776
阳泉市,06-01,3.5281386244870077
阿克苏地区,06-01,1.9612834308550644
阿勒泰地区,06-01,2.1082768776273046
阿坝藏族羌族自治州,06-01,0.717515971618287
阿拉善盟,06-01,1.715390814403733
阿拉尔市,06-01,2.4050675632805834
阿里地区,06-01,-0.34357140884912957
陇南市,06-01,1.0707967288151383
陵水黎族自治县,06-01,1.5805848955737714
随州市,06-01,1.9431099988858447
雅安市,06-01,0.8673077243166188
青岛市,06-01,1.73862435442716
鞍山市,06-01,1.648444520875194
韶关市,06-01,0.5656289718019505
香港特别行政区,06-01,0.7753239299852446
马鞍山市,06-01,1.2292327484797387
驻马店市,06-01,2.9285357534248058
鸡西市,06-01,1.479178780936973
鹤壁市,06-01,3.831254270674583
鹤岗市,06-01,2.5920560642853636
鹰潭市,06-01,0.7280414191861894
黄冈市,06-01,1.0125966429952826
黄南藏族自治州,06-01,1.031103119644324
黄山市,06-01,1.0383508452400125
黄石市,06-01,0.8546074525687106
黑河市,06-01,2.892463678986992
黔东南苗族侗族自治州,06-01,0.6808334634074026
黔南布依族苗族自治州,06-01,1.0345339072294586
黔西南布依族苗族自治州,06-01,2.6468005991504935
齐齐哈尔市,06-01,3.634762806882899
龙岩市,06-01,0.7782094288485306
七台河市,06-02,2.7097645256913894
万宁市,06-02,1.5330665207866976
三亚市,06-02,1.6642426922520437
三明市,06-02,0.45219669167838283
三门峡市,06-02,2.901027992353046
上海市,06-02,-0.838300840887035
上饶市,06-02,0.6423644345832207
东方市,06-02,1.8180867188287788
东莞市,06-02,1.0877537948176703
东营市,06-02,3.4298419908142908
中卫市,06-02,2.8324992228005614
中山市,06-02,0.8385379597604861
临夏回族自治州,06-02,2.2266922818129093
临汾市,06-02,2.7430258095756166
临沂市,06-02,2.855258848481642
临沧市,06-02,4.443412137545923
临高县,06-02,1.7793570956720908
丹东市,06-02,0.8446657154763855
丽水市,06-02,0.5914617687913043
丽江市,06-02,4.648996649986831
乌兰察布市,06-02,3.184466268305617
乌海市,06-02,2.5597988496294
乌鲁木齐市,06-02,2.1889530382117446
乐东黎族自治县,06-02,1.6219758168903957
乐山市,06-02,1.5803567152465048
九江市,06-02,0.5463260497446443
云浮市,06-02,0.8727306660071389
五家渠市,06-02,2.9728386869750936
五指山市,06-02,1.5775131139591183
亳州市,06-02,3.5383214022372487
仙桃市,06-02,1.3953663741170468
伊春市,06-02,2.227933527534329
伊犁哈萨克自治州,06-02,1.0838487577566307
佛山市,06-02,1.0208867078766726
佳木斯市,06-02,2.2120987885735586
保亭黎族苗族自治县,06-02,1.6444187368556844
